회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,부실판단,도입기,성숙기,성장기,쇠퇴기
주식회사양명,97555,2022,-6.72,-9.12,-6.03,-5.56,47.29,7.37,872.32,814.11,66.11,-44.13,0.85,39.6,10.28,-21.72,-2.79,-2.31,0.4,0.37,0.32,2.57,0.0,0.0,14.7,23.36,9.66,2.2,2.25,1143.79,8.26,15.7,7.61,-30.34,40.91,0.0,26.4,11.59,2.05,1.21,1.16,1.88,3.03,7.0,0.0,1,0,0,0
주식회사양지,86301,2022,1.04,1.49,0.86,0.38,81.76,74.23,487.67,314.36,58.09,-9.76,13.54,43.74,17.02,23.49,3.89,1.56,6.24,6.24,2.64,0.88,0.0,0.0,7.34,20.87,-1.25,33.46,-3.35,2003.3,15.39,32.72,6.73,23.24,77.27,0.0,8.76,6.51,4.78,2.49,2.37,4.04,5.72,19.0,0.0,1,0,0,0
주식회사어큐진,98215,2022,-11.89,-12.1,-4.52,-38.71,7104.06,6857.74,61.36,0.89,37.39,38.66,1477.36,39.21,61.97,-10.43,-6.63,-57.89,-8.4,-8.87,-77.51,0.88,0.0,0.0,-4.0,-15.31,5.04,-66.91,-0.42,-221.69,-0.93,-1.69,-7.92,0.0,0.0,0.0,2.25,0.28,0.21,0.11,0.11,0.2,0.27,10.0,0.0,1,0,0,0
주식회사에네스지,58329,2022,5.43,13.62,0.8,1.57,336.33,332.95,17.31,9.53,5.88,19.2,125.02,27.33,85.24,-8.86,-8.5,-15.46,-7.77,-8.17,-16.24,-0.7,0.0,0.0,-3.18,-22.95,7.15,-18.39,8.03,935.4,2.75,4.52,5.38,-287.37,-167.62,0.0,19.57,1.64,0.81,0.55,0.5,0.73,1.63,22.0,0.0,1,0,0,0
주식회사에버스톤,81250,2022,0.38,0.44,0.31,0.31,52.93,35.39,493.97,437.36,71.76,-34.66,5.6,38.98,16.84,-50.9,-9.3,-7.64,-2.31,-2.68,-2.49,3.13,0.0,0.0,13.61,-0.09,24.52,29.19,35.8,1631.95,7.15,16.13,7.09,-107.77,49.63,0.0,8.5,3.66,2.62,1.22,1.07,1.83,2.59,14.0,0.0,1,0,0,0
주식회사에스개발,80809,2022,-37.34,-38.3,-32.85,-202.07,1141.65,189.73,732.65,71.73,85.79,89.74,97.56,98.35,12.01,-26.94,-5.44,-22.93,-1.42,-1.47,-6.2,16.92,0.0,0.0,169.55,170.68,115.87,1.91,116.85,-256.84,-0.38,-24.23,-2.32,0.0,0.0,0.0,18.16,1.56,14.29,0.24,0.24,13.51,0.24,8.0,0.0,1,0,0,0
주식회사에스더블유디앤씨,85836,2020,143.88,165.12,44.91,122.23,4847.51,2283.47,45.38,2.99,27.2,96.21233874400808,2062.81,99.73,68.78,5.07,3.73,9.25,4.12,2.92,7.24,-2.93,0.0,0.0,21.62,21.83,-26.23,-87.2,-47.37,1256.88,6.84,6412.42,18.61,49.73,44.0,0.0,4.26,0.69,237.66,0.4,0.4,115.62,0.4,8.0,0.0,1,0,0,0
주식회사에스알,100340,2022,9.64,16.04,6.97,9.15,93.99,64.85,261.74,204.53,43.49,-3.4,22.57,53.15,27.64,23.73,7.26,8.45,8.97,8.71,10.26,1.12,0.0,0.0,25.44,32.18,18.59,2.01,22.24,4680.04,25.5,59.71,33.45,25.26,48.25,0.0,4.61,2.1,1.96,0.86,0.85,1.77,1.63,16.0,0.0,1,0,0,0
주식회사에스에스엠,85134,2022,-7.4,-8.93,-4.76,-6.03,59.24,58.17,180.33,160.53,53.34,-23.34,12.49,33.92,35.67,0.89,0.35,0.4,2.01,2.0,2.36,2.2,0.0,0.0,14.84,76.51,-2.62,89.11,-0.51,885.22,5.81,8.98,7.35,5.47,63.46,0.0,4.23,3.28,1.22,0.86,0.84,1.18,2.97,15.0,0.0,1,0,0,0
주식회사에스에이씨,39405,2022,144.31,0.0,3.27,11.15,3262.89,2749.12,2.32,2.04,0.0,63.13,210.63,65.12,97.73,3.03,3.59,9.97,0.37,-0.59,-1.99,-3.24,0.0,0.0,1.05,2.93,-2.29,-2.84,-7.49,12638.74,6.91,43.5,23.53,42.36,68.82,0.0,4.67,0.52,1.78,0.36,0.3,0.83,0.46,22.0,0.0,1,0,0,0
주식회사에스에이치아이엔티,70408,2022,-6.13,-10.96,-3.65,-10.83,27.44,26.02,147.74,109.77,33.32,-32.15,1.0,12.16,40.37,2.25,1.79,2.46,-7.06,-7.14,-20.11,3.1,0.0,0.0,11.23,-26.33,19.68,-0.23,45.67,3326.89,7.38,19.47,21.89,11.23,50.14,0.0,19.08,2.45,1.0,0.73,0.36,0.42,2.35,11.0,0.0,1,0,0,0
주식회사에스엘디,97582,2022,-5.18,-7.94,-4.96,-11.86,88.11,55.98,2205.74,1047.18,62.45,-5.4,5.4,40.02,4.34,-151.13,-12.94,-22.3,-7.88,-7.89,-16.01,4.44,0.0,0.0,43.36,14.89,71.76,-63.8,77.8,534.65,1.79,3.17,4.29,-520.2,-190.65,0.0,3.0,1.4,0.92,0.58,0.49,0.88,1.12,7.0,0.0,1,0,0,0
주식회사에스제이개발,97495,2022,4.4,4.51,4.05,371.19,36.88,28.17,1164.85,885.34,89.77,-44.18,0.01,25.81,7.91,-33.73,-10.87,-294.01,-3.21,-3.77,-221.29,172.03,0.0,0.0,254.03,73.81,453.85,-92.41,38.68,-676.1,-1.25,-13.0,-114.38,0.0,0.0,0.0,0.0,0.09,0.13,0.04,0.02,0.02,0.05,9.0,0.0,1,0,0,0
주식회사에스지씨에이,76211,2022,17.75,20.98,10.93,120.13,23.5,23.5,160.5,91.75,52.11,-26.95,21.58,8.28,38.39,24.59,10.64,92.35,-9.4,-9.76,-98.03,18.05,0.0,0.0,20.61,-18.29,26.03,-73.6,27.44,4401.18,23.98,28.42,259.85047813548204,35.06,81.63,0.0,0.0,1.19,0.12,0.12,0.1,0.11,0.99,9.0,0.0,1,0,0,0
주식회사에스케이씨,80682,2022,3.18,4.03,2.48,2.43,50.56,26.42,356.43,310.26,61.6,-33.61,1.44,34.37,21.91,-37.38,-10.81,-9.84,-7.73,-7.88,-7.88,1.72,0.0,0.0,-4.49,-7.82,-2.65,4.42,-3.03,365.81,1.55,2.75,1.52,-649.64,-224.12,0.0,8.69,6.3,1.79,1.1,1.0,1.54,2.86,16.0,0.0,1,0,0,0
주식회사에스테르,96348,2022,-5.43,-7.96,-3.54,-4.22,66.72,22.33,188.44,143.26,44.56,-16.53,0.68,33.14,34.67,5.56,1.55,1.51,3.34,3.32,3.3,1.23,0.0,0.0,48.92,0.91,94.87,1.68,96.14,3574.77,8.9,13.92,10.58,14.27,59.7,0.0,7.95,6.2,1.68,1.03,1.01,1.66,2.55,13.0,0.0,1,0,0,0
주식회사에스티엔인포텍,93940,2022,3.07,7.59,2.61,2.2,120.77,106.16,568.68,424.11,34.35,13.18,8.41,76.6,14.95,35.13,6.37,3.6,8.16,8.14,5.27,1.13,0.0,0.0,85.85,99.87,51.13,51.14,62.37,3593.3,9.53,113.05,8.02,44.83,71.03,0.0,2.74,2.42,6.91,1.77,1.55,6.11,2.07,9.0,0.0,1,0,0,0
주식회사에스피씨아이,99443,2022,0.59,0.69,0.24,0.69,166.01,65.69,70.09,47.39,35.64,18.39,46.72,46.26,58.79,9.56,5.34,13.91,5.76,5.58,14.68,2.36,0.0,0.0,13.61,36.55,-0.74,33.88,-1.81,4626.14,13.5,27.33,37.79,36.81,75.21,0.0,6.56,1.96,0.7,0.38,0.38,0.66,0.89,15.0,0.0,1,0,0,0
주식회사에이덴,98965,2022,-7.95,-11.37,-5.43,-5.7,77.96,18.53,216.08,210.36,47.77,-14.67,8.32,51.89,31.64,7.36,2.26,1.97,4.1,4.06,3.75,1.49,0.0,0.0,31.42,33.13,29.62,11.24,30.05,4791.22,16.38,38.85,17.17,11.49,41.54,0.0,26.42,8.08,2.34,1.14,1.08,2.24,2.1,10.0,0.0,1,0,0,0
주식회사에이블정보기술,93504,2022,-5.96,-6.96,-4.32,-4.41,17.97,16.22,264.53,110.04,62.15,-24.76,5.79,5.42,27.43,-17.01,-5.01,-5.21,-2.63,-2.67,-2.82,2.18,0.0,0.0,-6.73,-54.84,-0.66,-3.61,-1.53,1780.2,4.23,4.67,4.32,-120.6,-15.22,0.0,28.12,11.96,1.07,0.96,0.95,1.03,11.24,12.0,0.0,1,0,0,0
"주식회사에이에스브이(ASVCo.,Ltd.)",85225,2019,-0.08,-0.08,-0.08,-1.53,0.8945393383014607,0.83,1715.09,1552.41,89.93,-84.81,0.18,0.71,5.51,9.05,0.48,9.7,3.56,3.56,65.80467748801617,62.93,0.0,0.0,0.02,202.62,-0.46,8.73,-0.62,354.8,4.7,4.74,95.49,10.16,93.0,0.0,17.73,10.36,0.05,0.05,0.05,0.05,10.36,8.0,0.0,1,0,0,0
주식회사에이젯푸드,66993,2022,0.86,0.94,0.24,0.05,284.07,189.44,37.95,37.95,25.27,50.63,46.41,78.14,72.49,9.44,6.94,1.37,9.54,9.48,1.87,0.15,0.0,0.0,12.71,18.44,-3.92,11.39,-2.83,4333.56,21.9,101.42,4.59,29.83,47.02,0.0,40.82,10.34,21.78,5.07,5.06,21.39,6.62,25.0,0.0,1,0,0,0
주식회사에이치모터스,78967,2022,7.75,8.83,5.15,5.34,28.84,28.16,198.28,193.4,58.35,-46.14,0.6,18.7,33.53,14.83,4.08,3.4,6.89,6.81,5.75,1.56,0.0,0.0,59.11,737.56,34.11,-4.47,34.2,4757.84,11.45,14.3,11.87,28.62,60.34,0.0,624.29,9.63,1.38,1.2,1.18,1.36,9.21,16.0,0.0,1,0,0,0
주식회사에이치와이인터내셔널,86216,2022,-5.19,-25.16,-3.85,-2.01,103.95,5.55,288.25,270.84,15.31,2.76,4.08,72.52,25.76,5.5,1.78,0.72,2.88,2.87,1.22,0.4,0.0,0.0,59.36,94.73,7.74,20.61,7.85,1321.73,3.57,13.0,1.87,38.63,86.9,0.0,17.81,13.66,7.23,2.47,2.35,7.22,3.49,18.0,0.0,1,0,0,0
주식회사에이치케이금속,66029,2022,-1.43,-1.92,-0.86,-1.56,108.66,44.46,150.74,103.9,44.85,3.59,18.44,45.03,39.88,1.19,0.57,0.86,1.99,1.99,3.23,2.1,0.0,0.0,26.18,24.61,27.49,28.63,30.82,2896.98,12.06,31.04,21.88,3.94,35.08,0.0,6.75,3.07,1.22,0.66,0.61,1.12,1.36,18.0,0.0,1,0,0,0
주식회사에이치티엠,95862,2022,35.52,0.0,14.2,4.04,282.91,282.91,66.65,49.82,0.0,54.68,22.89,84.58,60.01,91.44,32.7,10.72,36.13751592158446,35.56,12.35,-0.33,0.0,0.0,-30.57,-26.05,-48.0,-47.46,65.87,31681.02,302.6016084796244,2395.0,97.97,10.94,20.47,0.0,16.64,3.53,30.5,3.05,2.88,15.58,3.53,7.0,0.0,1,0,0,0
주식회사에이티바이오,80866,2022,5.7,7.0,1.93,6.11,106.53,93.59,51.17,33.07,27.58,1.43,49.58,23.31,66.15,-8.69,-6.81,-13.22,-1.95,-2.12,-5.48,2.39,0.0,0.0,57.07,-8.91,101.39,5.67,6.18,2349.93,3.11,8.57,9.84,-134.36,13.3,0.0,4.62,1.47,0.82,0.51,0.39,0.55,1.29,20.0,0.0,1,0,0,0
주식회사에이티에스,77302,2022,1.57,2.83,0.72,0.72,207.96,192.15,85.16,55.43,25.45,32.32,9.04,62.26,54.01,3.09,1.84,1.64,3.42,3.23,2.98,0.26,0.0,0.0,16.33,30.57,-1.4,10.92,-1.78,3435.64,13.45,43.02,13.36,12.27,34.45,0.0,3.09,2.0,3.19,1.12,1.08,2.65,1.83,20.0,0.0,1,0,0,0
주식회사에이티에스케이,100973,2022,-6.57,-9.33,-4.97,-4.14,81.52,37.46,310.49,265.86,53.25,-11.97,0.13,52.8,24.36,18.07,3.75,2.64,5.45,5.4,3.92,1.18,0.0,0.0,35.04,30.78,40.14,10.85,33.95,2037.98,16.71,41.88,13.93,18.98,47.97,0.0,7.27,5.09,3.44,1.42,1.38,2.96,2.57,14.0,0.0,1,0,0,0
주식회사에치티앤디,52809,2022,-0.19,-0.2,-0.15,-1.39,8.77,8.17,323.11,111.53,73.54,-24.05,0.24,2.31,23.63,0.29,0.07,0.64,2.98,2.94,26.38,25.33,0.0,0.0,9.4,-43.39,11.87,130.82,11.99,4091.8,4.51,4.64,42.27,1.51,82.93,0.0,99.1,3.42,0.12,0.11,0.11,0.12,3.34,24.0,0.0,1,0,0,0
주식회사엑스파워정보통신,95079,2021,-6.3,-7.07,-5.37,-3.16,31.89,30.2,572.34,168.71,75.87,-17.09,4.68,8.0,14.87,28.86,7.03,2.21,3.04,3.04,1.53,0.54,0.0,0.0,41.13,-62.95,86.77,-17.45,131.08,6283.98,82.26,109.08,48.5,4.56,13.56,0.0,283.03,11.84,3.14,3.18,1.99,2.4,11.46,16.0,0.0,1,0,0,0
주식회사엔비피헬스케어,91378,2022,3.31,3.78,2.96,3.29,51.21,48.77,840.69,735.02,78.26,-38.12,5.31,40.02,10.63,-50.32,-7.45,-7.95,-1.43,-1.54,-1.72,3.79,0.0,0.0,-1.28,8.66,-6.95,-21.63,-7.11,2163.13,19.38,41.5,21.55,-36.88,11.58,0.0,3.94,2.45,1.85,0.94,0.89,1.45,2.34,16.0,0.0,1,0,0,0
주식회사엔에스개발,43226,2022,-2.99,-3.41,-1.99,-25.6,2.01,2.01,199.53,136.65,58.46,-44.7,0.61,0.92,33.39,-13.97,-5.24,-64.39,-1.63,-1.63,-20.21,11.76,0.0,0.0,7.65,-22.48,8.04,69.25,8.04,367.37,2.13,2.15,27.41,-234.93,34.33,0.0,0.0,7.42,0.08,0.08,0.08,0.08,7.42,21.0,0.0,1,0,0,0
주식회사엔케이텍,41183,2022,0.83,1.13,0.33,0.57,128.37,111.75,65.77,30.71,29.15,5.26,30.99,23.78,60.33,3.57,2.68,3.67,4.23,3.89,6.9,1.14,0.0,0.0,-4.35,-40.8,18.41,-24.52,-6.07,3973.31,9.22,20.12,15.99,22.97,58.98,0.0,6.86,2.0,1.22,0.73,0.56,0.82,1.8,29.0,0.0,1,0,0,0
주식회사엔토리,95650,2022,-9.58,-10.24,-9.54,-35.26,45.88,45.88,24208.27,11186.65,93.18,-24.91,7.5,21.11,0.41,-191.84,-38.34,-71.5,-15.89,-15.92,-62.53,9.12,0.0,0.0,-11.13,-31.31,-3.54,-55.74,-1.83,-324.86,-1.67,-10.56,-6.18,0.0,0.0,0.0,13.72,1.04,1.69,0.54,0.25,0.34,1.04,6.0,0.0,1,0,0,0
주식회사엘림하우스,76496,2022,41.24,71.2,32.61,266.08,110.35,13.14,378.08,257.68,45.81,5.58,3.41,59.48,20.92,-19.78,-5.46,-37.57,-3.17,-3.17,-22.48,14.53,0.0,0.0,35.91,57.18,13.38,-58.71,15.09,797.59,1.81,4.55,14.76,-254.65,-127.65,0.0,206.04,2.56,0.33,0.15,0.14,0.32,0.25,9.0,0.0,1,0,0,0
주식회사엘컴즈,70255,2022,-1.94,-2.53,-1.71,-24.8,11.41,7.91,772.54,394.63,67.85,-40.06,6.68,5.16,11.46,-37.06,-7.38,-75.45,-5.29,-5.29,-63.75,13.11,0.0,0.0,50.63,118.99,48.11,1018.99,48.19,318.23,0.92,0.97,13.28,-568.07,-78.07,0.0,33.23,2.33,0.09,0.1,0.08,0.09,1.84,16.0,0.0,1,0,0,0
주식회사엘티아이,63565,2015,-5.7,-7.98,-4.51,-7.5,87.48,27.81,381.69,260.13,56.55,-6.76,1.36,47.24,20.76,2.76,0.52,0.83,2.24,2.23,3.53,2.78,0.0,0.0,10.14,36.8,-6.23,-6.13,-5.1,1095.89,10.97,20.92,18.23,4.53,75.75,0.0,13.02,5.87,1.12,0.63,0.63,1.1,1.47,14.0,0.0,1,0,0,0
주식회사엠브레인,95571,2022,2.92,5.11,2.77,2.48,129.96,70.03,1823.44,798.64,54.19,12.44,11.37,53.96,5.2,89.91,2.3,1.37,6.33,6.18,4.62,1.92,0.0,0.0,48.01,63.83,32.96,6.69,34.38,4840.8,13.03,59.28,11.64,11.76,57.93,0.0,8.08,4.75,2.99,1.68,1.34,2.78,2.58,10.0,0.0,1,0,0,0
주식회사엠브로건설,86344,2022,-4.18,-4.55,-3.38,-52.85,215.62,12.06,423.7,241.99,74.43,53.42,0.1,99.63,19.09,1.41,0.28,4.16,0.74,0.74,11.09,39.01,0.0,0.0,9.34,75.06,-97.81609850097344,172.83,-98.22673634024834,2148.0,5.87,2734.22,91.62,4.55,86.71,0.0,0.0,2.09,0.37,0.07,0.07,0.37,0.08,7.0,0.0,1,0,0,0
주식회사엠에스비산업개발,81477,2022,-9.04,-11.16,-5.32,-9.25,209.84,140.7,143.21,96.61,47.69,43.63,1.01,83.36,41.12,36.73,14.98,22.16,21.47,20.62,30.89,2.39,0.0,0.0,37.91,51.09,-4.01,201.24,-5.1,6618.13,21.37,138.33,37.13,59.69,90.18,0.0,3.1,1.51,3.63,0.68,0.67,3.39,0.83,11.0,0.0,1,0,0,0
주식회사엠에스제이,66695,2022,-2.4,-4.69,-1.53,-0.91,107.05,99.44,176.1,135.55,32.66,3.46,4.14,52.56,36.22,6.35,1.94,1.03,2.59,2.56,1.36,0.4,0.0,0.0,26.68,11.26,49.64,30.44,47.06,5211.2,12.42,26.82,7.39,13.92,50.11,0.0,4.28,3.64,4.3,1.89,1.88,4.25,3.37,13.0,0.0,1,0,0,0
주식회사엠텍,52595,2022,3.53,6.94,2.21,1.61,104.41,103.05,166.92,142.48,31.8,2.36,2.09,55.74,37.47,17.72,6.71,4.44,7.53,7.44,5.13,0.64,0.0,0.0,11.62,22.07,0.75,16.34,4.76,3538.91,18.3,48.99,13.31,33.33,63.42,0.0,3.04,2.82,3.77,1.51,1.45,3.12,2.71,27.0,0.0,1,0,0,0
주식회사여주농산,85734,2022,-2.98,-3.64,-2.49,-1.28,68.52,60.95,512.35,413.03,68.56,-21.23,1.77,46.22,16.33,1.36,0.23,0.11,3.53,2.98,1.49,1.11,0.0,0.0,4.44,12.18,-1.41,-29.95,-0.21,3740.96,12.06,23.77,6.17,1.83,34.2,0.0,12.64,4.99,3.84,2.06,2.0,3.61,4.47,16.0,0.0,1,0,0,0
주식회사연지건설,75949,2022,-38.91,-40.1,-33.53,-168.2,134.45,2.19,622.43,536.49,83.61,25.58,0.04,99.85,13.84,26.04,3.18,16.0,4.09,4.04,20.31,0.07,0.0,0.0,-0.51,-0.54,28.14,-34.44,-33.92,1913.15,5.12,14388.42,25.71,62.22,82.11,0.0,10.21,5.91,445.33,0.2,0.2,146.06,0.2,12.0,0.0,1,0,0,0
주식회사연합유리,18271,2022,1.89,2.62,0.36,0.72,191.93,98.75,23.54,21.64,13.72,16.1,32.42,33.61,80.94,4.27,7.16,7.11,6.02,5.64,11.49,-0.11,0.0,0.0,-3.87,20.74,-12.87,17.39,-14.11,4740.43,11.08,65.46,22.12,32.16,65.2,0.0,4.72,3.08,2.73,1.01,0.49,0.7,1.63,47.0,0.0,1,0,0,0
주식회사영광홀딩스,76054,2022,-6.47,-6.83,-5.55,-166.97,120.91,16.64,609.37,396.5,81.31,11.69,1.88,67.58,14.1,-2.79,-0.44,-11.99,1.83,1.73,46.99,58.98,0.0,0.0,24.1,41.56,-1.29,5.3,-1.57,735.76,2.69,8.33,80.92,-14.81,0.0,0.0,0.0,0.62,0.1,0.04,0.04,0.1,0.06,9.0,0.0,1,0,0,0
주식회사영남일보,18278,2022,-4.33,-97.28,-1.05,-1.13,261.72,238.83,31.92,16.73,1.08,20.51,66.76,33.19,75.8,-9.41,-7.3,-8.06,-10.37,-10.62,-11.98,-0.28,0.0,0.0,-8.65,-21.11,-0.87,-3.84,-0.94,1537.19,6.9,10.83,7.44,-108.45,-48.42,0.0,6.82,2.66,1.45,0.9,0.89,1.38,2.47,68.0,0.0,1,0,0,0
주식회사영우,45691,2022,-8.22,-10.59,-5.23,-8.87,50.17,27.89,174.63,136.47,49.32,-24.76,5.71,24.93,36.41,-29.56,-12.7,-21.44,-10.74,-10.85,-19.56,2.12,0.0,0.0,-11.06,-29.59,-2.55,-23.67,-2.8,-586.96,-1.68,-2.49,-2.86,0.0,0.0,0.0,5.19,3.2,0.86,0.59,0.55,0.77,1.95,29.0,0.0,1,0,0,0
주식회사영일피혁,46020,2022,0.62,0.76,0.23,0.61,176.64,176.64,56.72,56.11,29.57,27.44,19.85,63.24,63.81,10.18,9.15,16.87,3.81,3.38,8.78,1.18,0.0,0.0,7.07,4.97,10.89,16.15,2.84,16112.84,8.95,172.69,24.02,70.23,85.76,0.0,3.44,0.6,7.29,0.54,0.39,1.07,0.6,19.0,0.0,1,0,0,0
주식회사영흥산업환경,46106,2022,-1.84,-2.24,-1.32,-8.87,27.41,26.89,255.72,103.98,59.06,-21.22,6.37,8.01,28.11,-12.67,-6.45,-25.49,-5.65,-5.77,-29.77,0.1,0.0,0.0,84.74,-44.42,131.62,-4.33,141.82,-828.87,-0.96,-1.47,-6.41,0.0,0.0,0.0,5.59,1.35,0.24,0.25,0.19,0.23,1.33,27.0,0.0,1,0,0,0
주식회사예건에프앤씨,93550,2022,-2.68,-3.38,-2.11,-0.96,61.51,37.23,369.74,292.53,62.27,-23.97,7.4,38.31,21.29,-19.08,-4.55,-1.75,2.17,1.86,0.87,0.86,0.0,0.0,-4.1,-30.64,25.8,-22.4,48.9,2501.42,18.51,37.11,8.42,-20.76,10.28,0.0,13.95,7.13,5.27,2.6,2.15,3.97,4.7,16.0,0.0,1,0,0,0
주식회사오리엔트골프,51567,2022,-2.98,-3.68,-2.02,-2.38,142.17,110.72,210.43,204.94,54.89,27.84,9.87,93.85,32.21,36.45,15.8,11.69,11.28,10.81,8.24,0.57,0.0,0.0,239.03,302.05,-0.08,51.31,-1.13,20084.82,18.34,434.33,21.58,54.15,70.12,0.0,6.03,1.82,20.01,1.35,1.31,13.82,1.45,34.0,0.0,1,0,0,0
주식회사오산버드파크,100268,2022,-10.8,-11.65,-11.54,-94.7,2.49,2.43,0.0,0.0,96.02248048606918,-66.95,0.05,1.71,0.0,0.0,-7.5,-56.98,-0.78,-0.78,-6.41,51.84,0.0,0.0,-1.57,55.31,-2.19,351.72,2.4,1393.48,9.35,29.54,76.71,-74.29,49.14,0.0,12.26,9.42,0.3,0.13,0.12,0.12,8.68,5.0,0.0,1,0,0,0
주식회사오상엠엔이티,88985,2022,-0.81,-0.91,-0.5,-1.03,86.93,47.38,162.91,78.58,54.8,-3.91,1.16,25.98,38.04,-15.33,-5.0,-9.33,-2.64,-2.65,-5.35,4.83,0.0,0.0,4.76,-23.92,20.72,32.31,25.05,518.92,3.09,5.13,6.4,-145.84,4.02,0.0,9.9,2.83,0.74,0.54,0.49,0.71,1.61,18.0,0.0,1,0,0,0
주식회사오성테크,81330,2022,0.27,0.32,0.22,0.46,82.09,80.18,437.41,329.19,67.66,-10.97,48.78,50.28,18.61,-7.2,-1.53,-2.93,3.1,3.07,6.12,4.21,0.0,0.0,9.86,4.91,15.37,6.69,20.2,1420.35,5.99,12.73,12.5,-23.4,59.25,0.0,7.21,0.99,1.11,0.52,0.5,1.03,0.98,17.0,0.0,1,0,0,0
주식회사오피아이,75889,2022,-9.05,-12.52,-6.72,-3.96,108.25,54.1,289.57,244.5,53.69,5.18,2.09,67.94,25.67,-4.07,-1.25,-0.63,1.12,1.07,0.57,0.74,0.0,0.0,22.13,37.19,-0.92,18.95,-1.56,1032.81,5.09,19.22,2.99,-21.17,45.45,0.0,5.93,5.17,5.99,1.97,1.87,5.28,2.89,14.0,0.0,1,0,0,0
주식회사온리정보통신,61345,2022,20.73,177.73,4.12,12.75,702.1,702.1,24.8,10.04,2.32,48.43,165.57,56.47,80.13,0.01,0.01,0.03,-0.24,-1.18,-3.69,-2.86,0.0,0.0,-2.87,-20.04,34.63,-29.25,-2.1,928.59,3.59,14.5,11.1,0.31,9.1,0.0,5.04,0.51,1.29,0.35,0.32,0.85,0.51,25.0,0.0,1,0,0,0
주식회사올가니카,82175,2022,-3.77,-5.03,-2.58,-2.72,103.7,89.61,217.44,154.84,51.34,1.81,3.94,50.58,31.5,-121.68,-34.46,-26.23,-10.87,-11.21,-10.65,2.14,0.0,0.0,24.32,108.69,-12.07,0.44,-9.78,-3528.36,-11.33,-34.97,-11.94,0.0,0.0,0.0,7.74,2.97,2.78,1.31,1.05,1.8,2.54,10.0,0.0,1,0,0,0
주식회사올에프엔비,98425,2022,4.69,6.14,3.39,3.76,78.57,78.48,259.39,152.2,55.2,-9.08,12.83,33.27,27.82,5.79,1.69,1.74,4.15,3.66,3.94,1.53,0.0,0.0,5.98,9.93,4.12,-5.53,-0.51,3437.97,16.66,28.99,18.48,9.4,33.6,0.0,8.41,2.84,1.56,0.97,0.93,1.38,2.84,12.0,0.0,1,0,0,0
주식회사옵티멈,46120,2022,7.4,25.94,7.03,10.22,35.64,35.64,1895.89,595.52,27.11,-19.2,31.66,10.64,5.01,34.7,3.08,4.31,6.86,6.16,9.66,0.16,0.0,0.0,-13.56,-35.72,-9.86,-0.99,-18.36,9656.03,40.1,58.55,58.31,7.38,88.71,0.0,140.15,5.06,0.9,0.72,0.64,0.73,5.06,27.0,0.0,1,0,0,0
주식회사와이엔케이에셋,97920,2022,5.43,5.58,5.17,31.34,361.89,42.98,1994.91,178.14,92.59,22.27,5.01,30.77,4.77,102.14,4.13,20.12,6.9,6.66,34.25,8.87,0.0,0.0,43.71,-28.17,158.89,1771.85807543607,138.32,2597.89,6.0,9.81,36.37,55.32,0.0,0.0,0.0,2.02,0.36,0.21,0.19,0.34,0.45,10.0,0.0,1,0,0,0
주식회사와이엘사이언스,101003,2022,-11.69,-12.21,-8.27,-13.96,72.64,44.4,241.74,217.69,67.71,-17.43,4.69,46.27,29.26,3.87,1.23,1.88,-1.66,-2.11,-3.31,3.56,0.0,0.0,16.66,18.74,14.93,-21.73,17.92,1583.68,8.71,16.97,14.7,12.8,59.36,0.0,14.94,2.36,1.25,0.65,0.64,1.18,1.39,10.0,0.0,1,0,0,0
주식회사와이즈플래닝,76717,2022,-21.93,-25.51,-9.49,-60.8,119.21,90.37,76.32,73.61,37.22,8.02,0.34,49.77,56.72,1.01,0.65,3.64,2.46,2.44,13.67,9.14,0.0,0.0,33.41,101.69,-0.09,-23.41,-0.22,1581.94,4.53,9.48,29.02,12.53,58.15,0.0,0.0,0.52,0.33,0.18,0.18,0.31,0.42,21.0,0.0,1,0,0,0
주식회사와이즈피앤디,87144,2022,-45.77,-46.39,-38.03,-571.33,115.81,77.74,491.23,420.16,81.99,11.24,9.28,82.3,16.91,1.45,0.38,3.63,4.13,4.1,41.44,36.92,0.0,0.0,188.63,198.59,149.84,95.26,0.0,5133.56,3.1,19.37,46.58,7.8,99.65042522618327,0.0,10.72,0.19,0.78,0.11,0.1,0.54,0.12,8.0,0.0,1,0,0,0
