회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,부실판단,도입기,성숙기,성장기,쇠퇴기
(주)아이오케이컴퍼니,78860,2018,-3.0,-4.0,-1.0,-4.0,130.0,130.0,48.0,45.0,23.0,9.0,10.0,39.0,67.0,-16.58,-24.03,-44.65,-4.56,-5.19,-19.33,14.71,-10.45,61.14173372565481,61.14,177.14120002250218,26.7,61.79,638.0916245948895,7.0,0.0,0.0,0.0,-1086.0489793976817,-803.0489231422166,0.2174992804832016,9.08,1.0,12.0,1.0,0.0,0.0,1.0,24.0,18.0,-5.140449438202247,789.1075365041901,-36360.80686063234,2446.0883378842423,1.0,1,0,0,0
(주)알에프세미,96610,2020,-4.0,-5.0,-2.0,-5.0,130.0,35.0,135.0,89.0,46.0,11.0,11.0,49.0,42.0,-46.59,-22.67,-59.89,-22.09,-22.11,-62.01,5.19,-41.220000000000006,-14.431346922949812,-14.43,-20.32,-7.85,-20.08,-12.04,-5326.0,-6.0,-16.0,-16.0,0.0,0.0,0.3865878673645369,7.86,3.0,1.0,0.0,0.0,1.0,1.0,25.0,17.0,-2.391752577319588,1477.2807779396626,-30424.72943684079,1623.4166267858589,1.0,1,0,0,0
(주)알체라,347860,2022,-42.0,-90.0,-18.0,-94.0,720.0,720.0,71.0,20.0,20.0,73.0,434.3688916391561,84.0,58.0,-54.46,-22.51,-127.54,-23.82,-25.15,-151.96,21.95560029252842,8.32,-21.20351352404149,-21.2,-26.65,31.98,10.88,-8.71,2785.0,5.0,101.0,25.0,-508.0,-331.0,0.1877967649339826,3.05,0.0,4.0,0.0,0.0,1.0,0.0,8.0,4.0,-12.24907063197026,4114.409731167915,-10180.612629416277,12801.81364781915,1.0,1,0,0,0
(주)알테오젠,196170,2018,-144.0,-349.48445144512453,-9.0,-49.0,2122.6045099508087,2033.7733790877785,7.0,4.0,3.0,77.12444469446874,360.0,82.0,86.87111286128115,-12.91,-12.61,-51.59,-11.92,-13.39,-55.9,-4.875555868085917,4.600000000000001,65.94987420193438,65.95,63.32,78.71,13.21,132.92,-2307.0,-3.0,-20.0,-17.0,0.0,0.0,0.1919718999476748,8.75,0.0,2.0,0.0,0.0,1.0,0.0,16.0,10.0,-56.85884691848906,5889.047596393443,-43103.00627091072,28663.513214803766,1.0,1,0,0,0
(주)알파홀딩스,117670,2018,-16.0,-22.0,-9.0,-10.0,83.0,81.0,117.0,108.0,39.0,-8.0,10.0,42.0,46.0,-12.04,-10.87,-7.23,-6.75,-7.41,-7.2,1.7,9.970000000000002,61.66814016580887,61.67,64.93,59.43,21.56,12.97,6423.0,6.0,33.0,8.0,-96.0,-39.0,0.8333965225529978,6.54,3.0,4.0,2.0,1.0,2.0,3.0,22.0,14.0,-25.84269662921348,3210.1224926243726,-18709.22362217238,1776.5676715866332,1.0,1,0,0,0
(주)애드바이오텍,179530,2021,-10.0,-12.0,-8.0,-13.0,69.0,52.0,311.0,247.0,63.0,-19.0,9.0,41.0,24.0,-36.92,-18.17,-22.5,-7.78,-7.81,-13.13,1.05,41.83,11.24885310838281,11.25,19.63,6.01,20.63,38.59,1106.0,5.0,15.0,9.0,-241.0,-148.0,0.5649114304340823,4.53,2.0,1.0,1.0,1.0,1.0,1.0,24.0,3.751110611062532,0.0,0.0,0.0,0.0,1.0,1,0,0,0
(주)액션스퀘어,205500,2018,-82.0,0.0,-35.0,-99.0,339.0,339.0,75.0,35.0,0.8755553055312659,48.0,23.0,68.0,57.0,-87.74,-48.66,-150.11,-44.95,-47.09,-145.25,-4.875555868085917,3.210000000000008,-15.345457584049983,-15.35,-23.66,10.85,-20.54,-5.17,4628.0,22.0,124.0,54.12000225021862,-242.0,-210.0,0.3535387839668914,13.68,0.0,2.0,0.0,0.0,1.0,0.0,10.0,10.0,-4.180522565320665,3856.444302074157,-3495.523858630233,6239.136300011056,1.0,1,0,0,0
(주)어스앤에어로스페이스,263540,2019,-6.0,-10.0,-5.0,-9.0,84.0,50.0,573.4089298928726,527.0622504749671,57.0,-10.0,10.0,52.0,7.0,-155.51,-62.24,-125.79,-32.75,-32.8,-70.05,2.97,-150.42999999999998,-40.553169995827005,-40.55,-37.33,-43.65,-15.64,-36.87,-13002.0,-31.0,-66.0,-49.0,0.0,0.0,0.6279212690110705,1.96,2.0,1.0,0.0,0.0,1.0,1.0,22.0,7.0,-1.7796610169491525,19308.543886436124,-116127.8837400625,2215.927194464267,1.0,1,0,0,0
(주)에스엘에너지,214310,2018,8.497778777874942,14.622223472343677,4.0,7.244446944687354,97.0,91.0,106.0,104.0,34.0,-2.0,40.0,49.0,49.0,-72.23,-38.98,-53.76,-8.44,-8.94,-16.82,10.3,-10.330000000000004,14.265419687793546,14.27,34.94,-0.26,-33.1,15.26,3613.0,6.0,21.0,11.0,-478.0,-139.0,0.4982870868922084,4.66,1.0,2.0,1.0,1.0,1.0,1.0,17.0,9.0,-3.6888111888111887,2201.566487069365,-84964.60693601008,2145.721188925377,1.0,1,0,0,0
(주)에스지글로벌,1380,2014,-9.0,-14.0,-3.0,-6.0,111.0,42.0,62.0,30.0,24.0,2.0,6.0,21.0,62.0,-1.2,-1.39,-1.23,0.41,0.38,0.63,1.18,-3.1,2.39395418713576,2.39,-51.92,46.14,-11.5,4.08,15709.0,8.0,37.0,13.0,-9.0,15.0,0.6013290643970547,9.47,6.0,3.0,1.0,1.0,1.0,2.0,57.87111286128115,37.373334083406206,-38.8235294117647,442.3804520951987,-4624.9041227229145,455.51124425789874,1.0,1,0,0,0
(주)에이치앤비디자인,227100,2021,8.497778777874942,14.622223472343677,3.0,7.244446944687354,333.0,322.0,39.0,29.0,18.0,49.0,267.0,69.0,72.0,-78.96,-45.56,-147.38,-20.97,-21.21,-69.91,7.02,80.19747511998794,166.52761988801745,166.52534049652928,139.17,379.21780915582633,-66.43,451.27,-13458.0,-21.0,-182.0,-102.0,0.0,0.0,0.2036095429470324,5.56,1.0,3.0,0.0,0.0,1.0,0.0,12.0,6.0,-1.7732181425485962,1895.5229913854669,-850107.7519223569,6691.178815027613,1.0,1,0,0,0
(주)에이프로젠바이오로직스,3060,2014,-19.0,-31.0,-5.0,-13.0,467.0,403.0,37.0,17.0,17.0,45.0,90.0,57.0,73.0,-6.56,-6.28,-13.28,-5.63,-6.56,-16.17,1.77,26.87,8.393641030411498,8.39,11.93,3.99,12.01,6.54,7527.0,9.0,34.0,23.0,-58.0,-33.0,0.3901095744097192,2.76,1.0,2.0,0.0,0.0,1.0,1.0,57.87111286128115,37.373334083406206,-15.185185185185183,1021.678578621656,-9174.221025267228,1917.6638105473849,1.0,1,0,0,0
(주)에이피에스,54620,2019,-6.0,-7.0,-2.0,-20.0,130.0,128.0,39.0,20.0,22.0,4.0,14.0,19.0,72.0,-1.22,-7.74,-19.87,-3.37,-3.64,-45.7,1.91,-1.81,5.12152766099648,5.12,3.59,5.49,-18.53,45.63,17843.0,6.0,233.0,54.12000225021862,-26.0,14.0,0.08144941580805959,3.87,0.0,2.0,0.0,0.0,0.0,0.0,28.0,23.0,-295.18444581957806,968.504949457958,-50787.12173832582,8985.252727417703,1.0,1,0,0,0
(주)에프알텍,73540,2017,-18.0,-25.0,-8.0,-20.0,138.0,92.0,76.0,32.0,32.0,7.0,50.0,25.0,57.0,-7.6,-7.48,-11.74,-10.13,-10.24,-25.08,1.05,2.890000000000001,15.087326477395816,15.09,11.04,16.52,5.85,18.94,931.0,2.0,5.0,4.0,-293.0,-254.0,0.3815933717184046,4.83,2.0,1.0,1.0,0.0,1.0,2.0,24.0,17.0,-16.939890710382514,1024.7315806383144,-7380.024483137249,1522.28270383598,1.0,1,0,0,0
(주)엔지켐생명과학,183490,2020,-28.0,-34.0,-12.0,-56.0,1073.0,979.0,71.0,14.0,35.0,77.0,19.0,85.0,59.0,-23.9,-17.75,-67.81,-17.77,-18.3,-74.01,3.4,1.5100000000000016,45.66479297389567,45.66,66.04,-13.57,-17.96,5.78,-7683.0,-6.0,-51.0,-30.0,0.0,0.0,0.2085458234887995,4.02,0.0,2.0,0.0,0.0,1.0,0.0,25.0,6.0,-51.3395031660984,12062.57383088396,-62358.97720052961,33864.40959449398,1.0,1,0,0,0
(주)엔터파트너즈,58450,2019,-5.0,-8.0,-4.0,-6.0,75.0,59.0,312.0,259.0,48.0,-16.0,4.0,47.0,24.0,-31.47,-7.65,-11.08,-9.3,-9.44,-13.69,2.16,35.36,25.662429508113128,0.0,0.0,0.0,0.0,0.0,3388.0,8.0,18.0,11.0,-99.0,0.0,0.689368543072384,3.21,2.0,2.0,1.0,1.0,1.0,1.0,46.0,22.0,-8.680555555555555,2804.5525331141807,-17198.163221745977,986.9732116351636,1.0,1,0,0,0
(주)엘앤케이바이오메드,156100,2018,-15.0,-22.0,-8.0,-24.0,123.0,77.0,118.0,103.0,38.0,11.0,9.0,58.0,46.0,-9.82,-5.21,-12.92,-8.81,-9.09,-26.32,5.17,22.520000000000003,2.502798074657209,2.5,8.0,-4.34,-0.61,-2.94,12583.0,14.0,186.0,40.0,-32.0,14.0,0.341074006585754,1.34,1.0,5.0,0.0,0.0,1.0,1.0,16.0,8.0,-40.055865921787706,2108.4417799562184,-8538.899192323193,2830.6008932223726,1.0,1,0,0,0
(주)엠플러스,259630,2019,-16.0,-47.0,-11.0,-15.0,120.0,42.0,241.0,209.0,23.0,12.0,4.0,74.0,29.0,4.82,1.53,1.92,2.16,1.93,2.62,1.37,0.4599999999999999,38.43228852322599,0.0,0.0,0.0,0.0,0.0,10166.0,7.0,51.0,10.0,20.0,30.0,0.7345355637766474,4.03,3.0,4.0,1.0,1.0,3.0,1.0,21.0,7.0,44.74358974358975,2158.349745648856,-5745.887553618474,860.8825632221052,1.0,1,0,0,0
(주)오르비텍,46120,2019,-2.0,-4.0,-1.0,-2.0,115.0,72.0,84.0,74.0,29.0,6.0,24.0,46.0,54.0,1.47,0.96,1.31,3.32,3.24,5.48,1.68,-3.91,0.0972690398483158,0.1,-1.9,1.88,8.28,-4.25,36267.0,29.0,93.0,48.0,3.0,21.0,0.5916933668557344,3.51,2.0,2.0,1.0,1.0,1.0,1.0,33.0,14.0,82.44186046511628,1226.318837806671,-29031.26002689789,1125.3362183143354,1.0,1,0,0,0
(주)옵티팜,153710,2020,-8.0,-13.0,-1.0,-4.0,465.0,452.0,22.0,16.0,11.0,49.0,285.0,62.0,82.0,-6.78,-5.83,-18.03,-7.53,-8.32,-26.47,-1.66,-4.94,-0.9550622624026536,-0.96,-8.41,14.3,-4.45,1.08,2894.0,7.0,22.0,22.0,-81.0,-54.0,0.315719462185746,13.27,1.0,1.0,0.0,0.0,1.0,0.0,24.0,6.0,-93.25153374233128,6513.136029609739,-136101.76007284765,16864.496689906235,1.0,1,0,0,0
(주)와이제이엠게임즈,193250,2018,-7.0,-12.0,-2.0,-5.0,214.0,191.0,51.0,48.0,19.0,36.0,66.0,68.0,66.0,-18.56,-17.18,-36.13,-4.21,-5.26,-13.71,2.54,-6.529999999999999,-11.105016819197646,-11.11,-24.72,44.34,15.7,120.85,-780.0,-1.0,-10.0,-2.0,0.0,0.0,0.4077015106920194,7.69,1.0,7.0,0.0,0.0,2.0,1.0,20.0,10.0,-5.76056338028169,1411.9783268277954,-31113.280708778755,2300.0746280354074,1.0,1,0,0,0
(주)우리기술,32820,2014,-6.0,-8.0,-4.0,-15.0,54.0,46.0,191.0,141.0,50.0,-22.0,6.0,26.0,34.0,-16.22,-7.98,-28.11,-4.5,-4.63,-16.91,7.26,1.8100000000000025,-0.3385797773053699,-0.34,-1.67,0.15,33.6,-0.96,8870.0,9.0,16.0,34.0,-83.0,-6.0,0.2742576677494489,6.27,1.0,0.0,0.0,0.0,0.0,1.0,29.0,24.0,-3.5572519083969465,943.263095651072,-5952.926061874663,1181.2283049645018,1.0,1,0,0,0
(주)원익피앤이,217820,2017,-10.0,-27.0,-6.0,-9.0,133.0,47.0,159.0,153.0,22.0,20.0,17.0,79.0,39.0,4.21,2.12,2.36,4.95,4.9,5.55,0.42,-4.64,83.87161687392391,83.87,137.91,0.12,42.35,-0.97,11166.0,18.0,95.0,26.0,9.0,22.0,0.6813210569617808,4.53,3.0,4.0,1.0,1.0,3.0,1.0,25.0,9.0,206.3953488372093,3645.072415298953,-56775.34327949005,2062.726083138711,1.0,1,0,0,0
(주)웨스트라이즈,64090,2016,-67.0,-87.0,-34.0,-13.0,125.0,91.0,103.0,102.0,39.0,13.0,34.0,63.0,49.0,-140.37,-70.58,-28.82,-50.62,-51.32,-22.98,2.46,-93.22,-28.62546524427455,-28.63,-43.13,26.79,186.04,-34.87,-7525.0,-37.0,-351.0,-14.0,0.0,0.0,1.7443005185460871,16.45,5.0,20.0,2.0,2.0,7.124444694468735,3.0,33.0,22.0,-2.343283582089552,4612.999925867399,-12513.357451110143,845.5540748770075,1.0,1,0,0,0
(주)윌링스,313760,2022,-26.0,-73.0,-9.0,-8.0,201.0,143.0,55.0,52.0,13.0,34.0,40.0,68.0,64.0,-42.28,-27.65,-26.61,-24.14,-24.31,-24.28,0.97,-41.46,-20.44756728525029,-20.45,-25.72,-6.54,44.9,-2.85,-5423.0,-12.0,-43.0,-10.0,0.0,0.0,1.1299073290343318,4.84,3.0,4.0,1.0,1.0,3.0,1.0,21.0,5.0,-2.644660194174757,1297.1773823616418,-5113.985917233545,740.3218807965749,1.0,1,0,0,0
(주)유투바이오,221800,2019,-1.0,-2.0,-1.0,-1.0,264.0,259.0,200.0,98.0,36.0,54.0,33.0,86.0,33.0,-0.11,-0.04,-0.04,-3.97,-4.1,-4.4,3.81,14.04,21.916376034074062,21.92,21.17,26.88,4.88,52.78,4135.0,19.0,582.0,22.0,0.0,35.0,0.8496695225157196,1.29,1.0,32.0,1.0,1.0,7.0,1.0,15.0,3.751110611062532,0.0,0.0,0.0,0.0,1.0,1,0,0,0
(주)이브이첨단소재,131400,2016,-11.0,-14.0,-6.0,-7.0,70.0,57.0,122.0,114.0,41.0,-15.0,14.0,36.0,45.0,-19.19,-9.09,-9.11,-6.78,-6.82,-7.05,2.33,11.93,25.73482935376065,25.73,50.64,15.04,20.96,9.45,9042.0,13.0,22.0,15.0,-61.0,-11.0,0.8676811880742566,6.33,4.0,2.0,1.0,1.0,1.0,3.0,20.0,14.0,-9.16158536585366,1604.6353265970947,-13977.16733235319,834.8864414084085,1.0,1,0,0,0
(주)이엔플러스,74610,2019,-18.0,-46.0,-11.0,-33.0,116.0,97.0,156.0,83.0,24.0,5.0,55.0,38.0,39.0,-87.65,-53.76,-85.1,-14.45,-14.77,-38.15,8.75,-58.31,28.44199658648045,28.44,16.36,37.05,1.47,8.26,-18029.0,-15.0,-59.0,-45.0,0.0,0.0,0.3442116084966038,9.55,1.0,1.0,1.0,0.0,1.0,1.0,21.0,21.0,-6.267095736122285,6325.361228001516,-14648.365127503876,7183.592436473574,1.0,1,0,0,0
(주)이엠앤아이,83470,2018,-14.0,-27.0,-28.0,-17.0,37.50666366637519,21.0,4.37777652765633,2.626665916593798,64.3733340834062,-36.368891639156075,3.0,45.0,6.128887138718861,0.0,-94.48164539203651,-91.31,-33.69,-34.2,-32.7,3.59,80.19747511998794,-42.19320744553243,-42.19018107309791,-64.54,-38.3,-44.83,-25.14,-27851.613563605704,-39.124444694468735,-186.0,-57.0,0.0,0.0,1.6535499844492103,4.65,2.0,3.0,1.0,1.0,2.0,2.0,25.0,16.0,-0.2346153846153846,0.0,-2324.895767440764,197.52548949349784,1.0,1,0,0,0
(주)이즈미디어,181340,2021,-19.0,-29.0,-14.0,-20.0,82.0,46.0,299.0,275.0,48.0,-12.0,12.0,57.0,25.0,-111.58,-33.03,-41.77,-29.44,-29.75,-37.7,5.18,-45.45,33.13596948248201,33.14,6.4,97.93,116.42,59.16,7654.0,11.0,33.0,16.0,-259.0,-212.0,0.6909589305577252,5.47,2.0,3.0,1.0,1.0,2.0,1.0,22.0,7.0,-10.780287474332647,6503.05504178302,-7013.511545989139,2358.867147140444,1.0,1,0,0,0
(주)이큐셀,160600,2019,-9.0,-14.0,-7.0,-6.0,72.0,63.0,383.0,334.0,51.0,-19.0,14.0,50.0,21.0,-147.0,-53.01,-42.57,-35.19,-35.51,-32.03,1.61,-161.11,-5.178597573627718,-5.18,-20.36,17.04,-17.22,-3.06,-20116.0,-25.0,-85.0,-22.0,0.0,0.0,1.138711145720177,5.94,3.0,4.0,1.0,1.0,2.0,2.0,20.0,9.0,-1.079974811083123,3044.775824509615,-2766.403012729066,553.7501636733432,1.0,1,0,0,0
(주)인포마크,175140,2019,-8.0,-15.0,-6.0,-4.0,90.0,48.0,374.0,361.0,42.0,-8.0,6.0,69.0,21.0,-63.98,-24.21,-14.51,-21.99,-22.21,-15.68,2.01,-64.56,5.409391204023482,5.41,2.78,11.62,-36.51,3.21,3421.0,6.0,119.0,5.0,-319.0,-95.0,1.3799935613492813,9.36,4.0,24.0,2.0,1.0,5.0,2.0,22.0,9.0,-3.34058421379739,3412.522089394041,-5556.9228522701205,522.0643131090944,1.0,1,0,0,0
(주)일월지엠엘,178780,2018,1.0,2.0,1.0,1.0,47.0,39.0,430.0,315.0,56.0,-32.0,7.0,28.0,19.0,-165.28,-47.79,-54.69,-16.37,-16.79,-22.1,5.42,-74.57000000000001,-32.3234676573479,-32.32,-50.51,-21.07,64.36,-34.16,-8854.0,-16.0,-36.0,-17.0,0.0,0.0,0.9413460406211418,4.24,3.0,2.0,1.0,1.0,1.0,2.0,18.0,9.0,-2.401107594936709,5002.378405163603,-35799.22888220335,1003.503861362771,1.0,1,0,0,0
(주)자비스,254120,2021,-12.0,-25.0,-8.0,-15.0,131.0,73.0,198.0,124.0,33.0,13.0,29.0,55.0,34.0,-50.66,-21.83,-32.06,-13.12,-13.2,-24.8,2.68,1.6900000000000048,-7.263711821321846,-7.26,2.5,-16.83,30.94,189.49,-222.0,-1.0,-2.0,-1.0,0.0,0.0,0.5531946665624109,9.47,2.0,3.0,1.0,1.0,1.0,1.0,8.0,8.0,-9.802631578947368,5084.7971219767605,-14497.09150107009,3084.3052363988327,1.0,1,0,0,0
(주)자연과환경,43910,2016,-37.0,-53.0,-18.0,-63.0,131.0,112.0,93.0,55.0,34.0,9.0,21.0,37.0,52.0,-50.54,-30.87,-95.96,-14.41,-14.52,-51.37,3.34,-53.16,-1.0232655508591126,-1.02,-7.41,3.24,3.13,9.64,-4342.0,-12.0,-22.0,-43.0,0.0,0.0,0.2840013808924274,3.39,1.0,1.0,0.0,0.0,0.0,1.0,25.0,19.0,-5.555555555555555,2972.279533001259,-11729.850999273636,5424.279291101302,1.0,1,0,0,0
(주)제이티,89790,2015,-18.0,-24.0,-10.0,-15.0,79.0,73.0,124.0,120.0,42.0,-11.0,3.0,42.0,45.0,-14.03,-8.09,-10.18,-6.41,-7.18,-9.87,0.66,-37.98,3.817422743637759,12.75,-27.17,88.63,-19.5,69.49,9411.0,19.0,56.0,27.0,-38.0,-22.0,0.6856029104923632,2.65,1.0,3.0,1.0,1.0,2.0,1.0,26.0,18.0,-6.522177419354839,1068.0412038989462,-3604.8822935799926,694.3729308989067,1.0,1,0,0,0
(주)젬백스&카엘,82270,2017,-7.0,-12.0,-4.0,-13.0,81.0,76.0,142.0,140.0,34.0,-11.0,10.0,47.0,41.0,-20.67,-11.79,-26.07,0.36,-0.81,-2.95,6.72,20.75,-15.740329497625655,-15.74,37.03,-37.23,-56.13,-49.32,-13403.0,-8.0,-99.0,-28.0,0.0,0.0,0.2995468945600762,5.74,1.0,2.0,0.0,0.0,0.0,1.0,26.0,19.0,-20.92511013215859,6629.602215866743,-6999819.29028858,9155.19529111632,1.0,1,0,0,0
(주)주연테크,44380,2018,-42.0,-67.0,-11.0,-15.0,314.0,242.0,36.0,23.0,17.0,36.0,74.0,53.0,74.0,-10.61,-10.19,-11.43,-1.7,-2.6,-3.39,-0.51,3.290000000000001,10.225189790331507,10.23,-5.8,36.74,-27.25,166.42,2604.0,4.0,21.0,6.0,-194.0,-136.0,0.7301832349343339,11.54,2.0,5.0,1.0,1.0,2.0,1.0,36.0,18.0,-8.911111111111111,887.1922669015066,-7038.920178048345,893.8961621492896,1.0,1,0,0,0
(주)지엔코,65060,2020,-21.0,-27.0,-8.0,-16.0,107.0,69.0,67.0,63.0,31.0,3.0,4.0,40.0,60.0,-23.2,-12.27,-13.26,-2.87,-2.97,-5.7,2.36,-0.4800000000000004,-2.0315526319307,-2.03,-17.27,11.94,-17.79,-6.65,9036.0,4.0,33.0,7.0,-188.0,-97.0,0.5271860578272929,12.91,2.0,5.0,1.0,1.0,1.0,1.0,27.0,22.0,-6.69811320754717,719.0068662240977,-13412.892598495137,814.398383958001,1.0,1,0,0,0
(주)지티지웰니스,219750,2020,-17.0,-25.0,-13.0,-34.0,90.0,59.0,397.0,285.0,54.0,-6.0,25.0,52.0,20.0,-135.68,-46.59,-84.24,-21.59,-21.61,-49.44,9.46,-105.63,26.303382372211487,26.3,33.83,19.16,-34.01,25.43,-6063.0,-12.0,-31.0,-30.0,0.0,0.0,0.3915350161629642,4.53,2.0,1.0,1.0,0.0,1.0,1.0,25.0,6.0,-3.1988472622478388,8021.5424120977505,-8786.65212832503,4119.350158937552,1.0,1,0,0,0
(주)캐리소프트,317530,2021,-9.0,-25.0,-3.0,-6.0,174.0,153.0,38.0,29.0,10.0,15.0,36.0,36.0,73.0,-17.25,-13.1,-30.08,-12.65,-12.84,-34.14,0.47,10.31,-8.38078507618925,-8.38,-17.99,-1.91,7.23,-9.3,2600.0,15.0,37.0,39.0,-77.0,-35.0,0.3933684692529717,10.29,1.0,1.0,0.0,0.0,1.0,1.0,10.0,5.0,-35.84905660377358,7491.287406236255,-133345.41069839423,13827.329354930378,1.0,1,0,0,0
(주)캐스텍코리아,71850,2021,2.0,2.0,1.0,2.0,78.0,37.0,164.0,145.0,48.0,-12.0,6.0,43.0,38.0,-15.58,-6.41,-10.85,-6.99,-7.0,-12.47,2.37,0.8600000000000012,0.1365560328993612,0.14,1.73,-1.02,2.61,-0.13,27626.0,11.0,21.0,20.0,-55.0,-4.0,0.5611793443125859,3.47,2.0,1.0,1.0,1.0,1.0,1.0,26.0,10.0,-3.869047619047619,565.220327965927,-34183.768222661645,381.25531763156334,1.0,1,0,0,0
(주)케이에이치바텍,60720,2018,-8.0,-14.0,-3.0,-5.0,159.0,134.0,71.0,51.0,23.0,18.0,42.0,47.0,58.0,-20.27,-14.87,-19.17,-5.79,-5.93,-9.0,1.31,-3.98,-6.700209071319232,-6.7,0.25,-12.19,-41.91,-11.55,36346.893493848926,12.0,30.0,18.0,-106.0,-51.0,0.6830540875209121,7.31,2.0,1.0,1.0,1.0,1.0,1.0,32.0,22.0,-4.066534260178749,955.6695494118444,-12904.909812861484,817.0577209165646,1.0,1,0,0,0
(주)케이피엠테크,42040,2017,-11.0,-12.0,-4.0,-17.0,251.0,236.0,59.0,16.0,33.0,16.0,82.0,26.0,63.0,-9.12,-13.08,-19.3,-4.77,-5.63,-19.87,17.17,1.950000000000001,46.24727822502684,46.25,10.7,64.75,32.51,-9.74,6606.0,5.0,57.0,23.0,-85.0,16.0,0.2384640301854437,3.68,1.0,2.0,1.0,0.0,0.0,1.0,46.0,21.0,-28.50877192982456,1586.76759708377,-30533.048048051824,4180.210731489992,1.0,1,0,0,0
(주)코미팜,41960,2014,1.0,1.0,1.0,2.0,111.0,85.0,134.0,72.0,52.0,3.0,17.0,34.0,43.0,-4.39,-2.21,-6.24,0.42,0.15,0.52,5.38,-4.199999999999999,14.339471284298057,14.34,39.62,4.59,30.19,11.14,6766.0,5.0,13.0,20.0,-32.0,2.0,0.2769675786448207,2.68,1.0,1.0,0.0,0.0,0.0,1.0,52.0,23.0,-195.5555555555556,8558.472523079914,-179456.3449926554,13204.726148153495,1.0,1,0,0,0
(주)코센,9730,2018,-8.0,-11.0,-5.0,-5.0,148.0,98.0,151.0,100.0,44.0,19.0,3.0,59.0,40.0,-40.18,-25.09,-18.89,-0.02,-0.62,-0.64,1.98,-56.53,-2.773406967281084,-2.77,-0.45,-5.89,-4.51,2.07,-4451.0,-8.0,-54.0,-8.0,0.0,0.0,0.9840541461400806,4.31,2.0,7.0,1.0,1.0,2.0,2.0,50.0,34.0,-6.361788617886178,2949.3122033920044,-20562.38265392542,1194.1964760561827,1.0,1,0,0,0
(주)코아스,71950,2017,-2.0,-4.0,-1.0,-1.0,78.0,36.0,234.0,204.0,25.0,-14.0,2.0,48.0,30.0,-3.12,-0.77,-0.49,0.89,0.85,0.58,1.29,24.49,2.7825517306679086,2.78,-4.84,10.82,17.46,9.11,15976.0,20.0,46.0,14.0,-3.0,22.0,1.442607007409597,8.13,6.0,3.0,2.0,1.0,3.0,3.0,32.0,19.0,-37.0,1449.7731673790374,-26732.1950444108,300.7634817216308,1.0,1,0,0,0
(주)클리노믹스,352770,2022,-11.0,-21.0,-5.0,-21.0,142.0,134.0,83.0,69.0,24.0,16.0,23.0,54.0,55.0,-18.25,-11.74,-44.34,-10.22,-10.8,-46.72,10.62,-50.43,-5.345147947146304,-5.35,-30.0,59.82,-58.35,54.34,7952.0,8.0,32.0,34.0,-129.0,-31.0,0.2377158567903572,1.23,0.0,1.0,0.0,0.0,1.0,0.0,13.0,4.0,-8.213399503722083,1742.438019010746,-7743.164225216596,4015.57154759454,1.0,1,0,0,0
(주)테크엘,64520,2018,-1.0,-2.0,-1.0,-1.0,66.0,43.0,413.0,403.0,60.0,-27.0,9.0,52.0,19.0,-100.99,-35.42,-31.01,-26.17,-26.39,-24.59,1.96,-56.26,-18.094345602624703,-18.09,-22.42,-12.86,-44.81,-5.95,-8276.0,-11.0,-24.0,-9.0,0.0,0.0,1.19175440549903,6.95,3.0,3.0,1.0,1.0,2.0,2.0,26.0,22.0,-0.954337899543379,1825.5832857540115,-54954.41590872652,298.59602724918693,1.0,1,0,0,0
(주)텔레필드,91440,2018,-5.0,-8.0,-3.0,-4.0,244.0,116.0,121.0,63.0,33.0,41.0,43.0,70.0,45.0,-52.2,-27.36,-42.32,-20.68,-20.84,-35.96,3.05,-54.31,-9.837496092910854,-9.84,-11.59,-5.49,-19.25,-1.81,-909.0,-2.0,-26.0,-3.0,0.0,0.0,0.611341832864232,2.65,2.0,9.0,1.0,1.0,2.0,1.0,24.0,16.0,-1.7486876640419948,1085.0427659452675,-5278.870598633142,802.0843877173082,1.0,1,0,0,0
(주)텔콘알에프제약,200230,2018,-36.0,-50.0,-5.0,-17.0,97.0,80.0,17.0,17.0,11.0,0.0,27.0,14.0,86.0,-10.5,-13.96,-26.29,-3.83,-4.02,-13.65,8.21,8.27,-13.283384749099593,-13.28,-50.42,-1.13,38.14,-58.8,4010.0,2.0,71.0,7.0,-378.0,-158.0,0.3174375766451973,5.2,2.0,5.0,1.0,0.0,0.0,1.0,25.0,10.0,-111.89189189189187,4385.24228358716,-73701.4341858547,11812.707088195186,1.0,1,0,0,0
